City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,serov,59.6033,60.5787,-36.84,99,13,1.61,RU,1701981015
363,stettler,52.3168,-112.7186,-0.14,100,100,4.12,CA,1701981016
364,necochea,-38.5473,-58.7368,16.98,60,1,5.82,AR,1701981016
365,tshabong,-26.05,22.45,28.41,13,6,4.93,BW,1701981016
366,sucua,-2.4667,-78.1667,28.41,54,75,2.57,EC,1701981017
367,valga,57.7778,26.0473,-8.28,90,100,3.5,EE,1701981017
368,noumea,-22.2763,166.4572,26.11,99,100,6.59,NC,1701980842
369,dhidhdhoo,6.8833,73.1,28.08,81,100,9.99,MV,1701981018
370,megion,61.0296,76.1136,-33.99,88,100,4.53,RU,1701981018
371,paungde,18.4833,95.5,23.3,79,84,0.81,MM,1701981019
372,san blas atempa,16.3264,-95.2225,30.32,42,60,8.69,MX,1701981020
373,juiz de fora,-21.7642,-43.3503,24.73,86,3,2.28,BR,1701981021
374,san sebastian de la gomera,28.0916,-17.1133,22.2,60,20,3.09,ES,1701981021
375,ellsworth,44.5434,-68.4195,-4.64,83,76,0.89,US,1701981022
376,alekseyevskoye,55.3071,50.1135,-27.29,99,15,2.2,RU,1701981022
377,keflavik,64.0049,-22.5624,1.24,60,0,4.12,IS,1701981024
378,santa terezinha,-29.9002,-50.0904,23.57,92,100,2.98,BR,1701981024
379,okakarara,-20.5833,17.4333,27.16,31,66,3.72,NA,1701981025
380,bossangoa,6.4926,17.4552,24.94,65,21,1.9,CF,1701981026
381,avanigadda,16.0215,80.9181,22.19,89,79,2.61,IN,1701981026
382,la carlota,10.4233,122.9208,23.51,84,45,2.48,PH,1701981027
383,codrington,-38.2667,141.9667,24.41,44,99,3.92,AU,1701981027
384,suntar,62.1444,117.6319,-50.41,100,79,0.5,RU,1701981028
385,dwarka,22.2394,68.9678,23.05,58,0,4.17,IN,1701981028
386,tosontsengel,48.7567,98.2839,-26.2,99,77,1.26,MN,1701981029
387,brattleboro,42.8509,-72.5579,0.37,65,80,0.89,US,1701981029
388,hamilton,39.1834,-84.5333,14.12,52,0,6.69,US,1701980949
389,inhambane,-23.865,35.3833,23.52,84,54,3.92,MZ,1701981031
390,warka,51.7843,21.1909,-1.07,96,79,2.5,PL,1701981031
391,trairi,-3.2778,-39.2689,28.16,70,7,5.71,BR,1701980807
392,port saint john's,-31.6229,29.5448,20.99,78,11,3.31,ZA,1701981032
393,la foa,-21.7108,165.8276,24.62,59,100,1.88,NC,1701981033
394,markovo,57.3206,107.0881,-41.95,100,80,0.98,RU,1701981033
395,coquimbo,-29.9533,-71.3436,17.85,72,40,5.14,CL,1701980814
396,iskateley,67.6803,53.1512,-14.43,96,100,3.58,RU,1701981035
397,fort bragg,35.139,-79.006,13.28,37,0,5.66,US,1701980872
398,egilsstadir,65.2653,-14.3948,-2.05,64,75,6.69,IS,1701981036
399,mahajanga,-15.7167,46.3167,26.01,89,20,2.06,MG,1701981036
400,bayganin,48.6947,55.8742,-8.04,74,100,5.18,KZ,1701981037
401,brisas de zicatela,15.8369,-97.0419,30.29,54,20,3.09,MX,1701981038
402,novyy urgal,51.0736,132.5642,-22.12,99,83,1.14,RU,1701981038
403,ndele,8.4109,20.6473,25.32,27,20,1.03,CF,1701981040
404,marat,25.0701,45.4615,19.39,18,0,2.65,SA,1701981040
405,garoowe,8.4054,48.4845,21.64,57,6,4.73,SO,1701981040
406,berdigestyakh,62.0989,126.6992,-40.12,98,99,1.36,RU,1701981041
407,kargil,34.5667,76.1,-6.36,38,91,1.36,IN,1701981042
408,praia da vitoria,38.7333,-27.0667,17.64,82,40,8.13,PT,1701981042
409,wer,27.0,77.1667,16.72,60,0,0.93,IN,1701981043
410,rosarno,38.4841,15.979,13.86,61,49,3.43,IT,1701981043
411,pitimbu,-7.4706,-34.8086,29.33,75,100,4.84,BR,1701981044
412,sretensk,52.2453,117.7093,-20.57,99,99,1.26,RU,1701981045
413,ugoofaaru,5.6667,73.0,28.53,78,100,11.44,MV,1701981045
414,jahangirpur,28.1833,77.7167,16.9,45,0,1.64,IN,1701981045
415,truth or consequences,33.1284,-107.2528,22.73,23,0,4.12,US,1701980880
416,santiago de cao,-7.9589,-79.2392,21.07,78,0,5.14,PE,1701981046
417,labytnangi,66.6572,66.4183,-21.43,85,100,3.91,RU,1701981046
418,sao vicente,-23.9631,-46.3919,35.15,48,40,5.36,BR,1701981047
419,christchurch,-43.5333,172.6333,16.97,66,75,5.14,NZ,1701980775
420,maturin,9.75,-63.1767,28.36,70,48,4.72,VE,1701980539
421,rio grande,-32.035,-52.0986,24.06,78,89,11.26,BR,1701981048
422,skikda,36.8762,6.9092,12.99,74,6,2.57,DZ,1701981049
423,calderitas,18.55,-88.25,29.06,58,75,0.0,MX,1701981049
424,lecheng,25.1238,113.3254,12.32,64,23,0.47,CN,1701981049
425,kapuskasing,49.4169,-82.4331,-0.95,93,100,2.57,CA,1701980881
426,viransehir,37.2353,39.7631,10.93,93,100,2.44,TR,1701981050
427,leava,-14.3,-178.1667,28.12,79,79,6.33,WF,1701981050
428,puerto deseado,-47.7503,-65.8938,11.79,62,0,4.31,AR,1701981051
429,waingapu,-9.6567,120.2641,26.46,85,89,2.03,ID,1701981051
430,lompoc,34.6391,-120.4579,21.08,50,0,7.2,US,1701980887
431,las tablas,7.7667,-80.2833,28.99,99,42,6.08,PA,1701981052
432,sur,22.5667,59.5289,22.41,50,0,0.6,OM,1701981052
433,mbeya,-8.9,33.45,15.97,94,26,1.89,TZ,1701981053
434,lachendorf,52.6167,10.25,1.72,93,95,3.0,DE,1701981053
435,chinchilla,-26.75,150.6333,23.27,56,0,5.53,AU,1701981054
436,ponte nova,-20.4164,-42.9086,27.94,56,0,1.03,BR,1701981054
437,aghajari,30.7006,49.8315,19.14,29,50,1.67,IR,1701981054
438,ammon,43.4696,-111.9666,4.34,74,100,11.83,US,1701981055
439,las khorey,11.1595,48.1967,24.5,53,39,3.92,SO,1701981055
440,mancio lima,-7.6142,-72.8958,28.04,74,75,5.14,BR,1701981055
441,letlhakeng,-24.0944,25.0298,24.82,43,59,4.0,BW,1701981056
442,kurumkan,54.3,110.3,-22.15,93,52,1.79,RU,1701981057
443,selfoss,63.9331,-20.9971,-3.67,60,68,5.44,IS,1701981058
444,ajacuba,20.0875,-99.1125,16.05,56,99,2.09,MX,1701981058
445,wellington,-41.2866,174.7756,16.7,80,20,1.54,NZ,1701980879
446,santa croce camerina,36.8289,14.5268,6.82,87,0,2.06,IT,1701981059
447,dompu,-8.5356,118.4622,25.07,94,100,0.91,ID,1701981059
448,santa luzia,-19.7697,-43.8514,33.6,32,20,2.06,BR,1701981059
449,tejen,37.3834,60.5054,10.97,50,100,1.87,TM,1701981062
450,mili,6.0815,171.735,27.93,83,51,8.66,MH,1701981067
451,tromso,69.6496,18.957,-3.99,58,0,8.23,NO,1701981071
452,mirriah,13.7073,9.1501,22.7,15,61,4.14,NE,1701981073
453,micheweni,-4.9667,39.8333,26.44,86,98,3.83,TZ,1701981073
454,playa del ingles,27.7567,-15.5787,20.86,71,10,4.47,ES,1701980830
455,ta`u,-14.2336,-169.5144,27.26,84,68,5.82,AS,1701981078
456,tateyama,34.9833,139.8667,11.24,56,0,4.81,JP,1701981081
457,susuman,62.7833,148.1667,-32.52,96,100,0.47,RU,1701981081
458,shubarshi,48.5872,57.1869,-8.96,77,100,4.82,KZ,1701981082
459,fernandopolis,-20.2839,-50.2464,30.99,42,87,1.3,BR,1701981083
460,cockburn town,21.4612,-71.1419,25.25,68,100,8.33,TC,1701980927
461,tuy hoa,13.0833,109.3,23.24,92,90,2.72,VN,1701981083
462,kilju,40.9642,129.3278,0.93,49,17,1.32,KP,1701981084
463,okhotsk,59.3833,143.3,-7.36,92,100,9.34,RU,1701981085
464,pandan,14.0453,124.1694,26.79,73,100,3.6,PH,1701981085
465,fort st. john,56.2499,-120.8529,-3.06,74,20,4.12,CA,1701981087
466,ajdabiya,30.7554,20.2263,17.39,63,99,5.07,LY,1701981088
467,moniquira,5.8764,-73.5728,21.14,83,69,1.32,CO,1701981089
468,kalabo,-14.97,22.6814,24.48,59,69,1.89,ZM,1701981092
469,sholokhovskiy,48.2807,41.0459,-3.25,80,100,7.46,RU,1701981093
470,concepcion de la sierra,-27.9831,-55.5203,24.24,92,78,2.33,AR,1701981094
471,vila franca do campo,37.7167,-25.4333,18.27,99,97,3.42,PT,1701981094
472,mahates,10.2329,-75.1899,31.94,69,91,3.18,CO,1701981095
473,bogale,16.2833,95.4,24.43,91,77,1.09,MM,1701981095
474,agat village,13.3886,144.6585,27.52,84,75,3.6,GU,1701981097
475,paracuru,-3.41,-39.0306,28.39,77,9,5.58,BR,1701981101
476,san clemente del tuyu,-36.3569,-56.7235,18.32,70,0,7.09,AR,1701981103
477,antsiranana,-12.2787,49.2917,26.34,77,58,6.5,MG,1701981103
478,lazaro cardenas,17.9583,-102.2,30.53,53,35,2.0,MX,1701981103
479,inongo,-1.95,18.2667,21.74,97,97,1.24,CD,1701981104
480,huescar,37.811,-2.5412,11.26,93,100,3.03,ES,1701981105
481,porto tolle,44.9497,12.3245,6.8,77,36,2.21,IT,1701981105
482,bereket,39.2446,55.5154,8.52,56,100,3.82,TM,1701981106
483,fortuna,40.5982,-124.1573,13.29,83,20,0.45,US,1701980978
484,bonthe,7.5264,-12.505,26.91,79,52,2.42,SL,1701981107
485,tanumah,27.1,44.1333,20.13,23,0,3.1,SA,1701980813
486,papao,-17.75,-149.55,27.82,79,83,9.03,PF,1701981107
487,uliastay,47.7417,96.8444,-20.1,95,69,2.68,MN,1701981108
488,baoqing,46.3317,132.2111,-14.22,87,96,2.53,CN,1701981108
489,cotonou,6.3654,2.4183,28.99,84,40,4.63,BJ,1701981109
490,holualoa,19.6228,-155.9522,25.86,73,75,3.6,US,1701980841
491,vernon,50.2581,-119.2691,6.53,89,98,1.03,CA,1701981067
492,springbok,-29.6643,17.8865,14.08,70,0,2.23,ZA,1701981111
493,vidin,43.99,22.8725,3.7,83,95,3.48,BG,1701981111
494,cururupu,-1.8283,-44.8683,28.81,68,32,2.96,BR,1701980834
495,seredyna-buda,52.189,34.0364,-7.71,93,100,5.13,UA,1701981112
496,freetown,8.484,-13.2299,26.91,78,2,3.24,SL,1701980866
497,manakara,-22.1333,48.0167,22.57,85,31,0.96,MG,1701981112
498,taranagar,28.6709,75.0351,15.66,31,0,0.68,IN,1701981113
499,taunggyi,20.7833,97.0333,14.74,98,51,1.76,MM,1701981114
500,ramhormoz,31.28,49.6035,18.76,35,57,1.08,IR,1701981115
501,nguigmi,14.2495,13.1092,22.81,22,98,5.33,NE,1701981115
502,nuriootpa,-34.4833,139.0,28.05,40,53,5.64,AU,1701981116
503,dolgorukovo,52.3195,38.3453,-10.89,95,85,4.54,RU,1701981116
504,yonggwang-up,40.0183,127.4547,2.05,63,2,1.62,KP,1701981117
505,ketchikan,55.3422,-131.6461,3.99,100,100,1.54,US,1701981117
506,kharp,66.8014,65.8081,-24.13,89,100,5.19,RU,1701981118
507,puerto aysen,-45.4,-72.7,23.71,45,26,1.41,CL,1701981118
508,shingu,33.7333,135.9833,6.14,66,0,2.45,JP,1701981118
509,bundaberg,-24.85,152.35,21.79,95,5,0.89,AU,1701981119
510,hadyach,50.3711,33.991,-2.6,79,100,6.11,UA,1701981120
511,katsuura,35.1333,140.3,10.77,50,0,3.83,JP,1701981120
512,nantucket,41.2835,-70.0995,-0.94,71,0,4.12,US,1701980901
513,anar darah,32.7587,61.654,10.29,23,0,0.82,AF,1701981122
514,carutapera,-1.195,-46.02,28.94,71,70,4.29,BR,1701980906
515,tyukhtet,56.5389,89.3011,-22.4,97,100,2.17,RU,1701981123
516,pirenopolis,-15.8525,-48.9592,32.27,38,95,2.02,BR,1701981123
517,laguna,38.421,-121.4238,16.17,73,75,3.09,US,1701981124
518,pacific grove,36.6177,-121.9166,16.49,70,0,3.6,US,1701980889
519,tolanaro,-25.0319,46.9987,22.04,88,75,5.14,MG,1701981125
520,rawson,-43.3002,-65.1023,14.41,57,2,6.92,AR,1701981051
521,sligo,54.2697,-8.4694,8.16,100,40,3.09,IE,1701981126
522,nyurba,63.2842,118.3319,-51.52,100,70,0.48,RU,1701981126
523,wacheng,33.7833,114.5167,10.36,61,0,3.98,CN,1701981126
524,touros,-5.1989,-35.4608,26.76,76,74,5.95,BR,1701981127
525,stutterheim,-32.5708,27.424,15.75,82,18,1.84,ZA,1701981127
526,jiagedaqi,50.4167,124.1167,-16.18,95,100,2.97,CN,1701981128
527,kayenta,36.7278,-110.2546,12.08,28,93,4.08,US,1701981128
528,banamba,13.55,-7.45,25.61,17,3,3.94,ML,1701981129
529,nizhneangarsk,55.7833,109.55,-27.22,88,28,4.02,RU,1701981129
530,mitu,1.1983,-70.1733,24.35,98,99,1.42,CO,1701981129
531,villa bruzual,9.3328,-69.1208,31.28,49,97,1.96,VE,1701981130
532,sarankhola,22.3082,89.7897,19.26,98,82,1.96,BD,1701981130
533,ternate,0.8,127.4,27.21,82,100,1.98,ID,1701981130
534,hinton,53.4001,-117.5857,0.53,66,98,0.52,CA,1701981131
535,kourou,5.1552,-52.6478,29.03,86,32,3.88,GF,1701981007
536,budy,49.8934,36.0224,-2.13,66,100,6.42,UA,1701981131
537,villa hernandarias,-31.231,-59.985,26.25,57,98,1.73,AR,1701981132
538,urangan,-25.3,152.9,24.39,72,8,6.26,AU,1701981132
539,ola,59.5833,151.2833,-10.04,78,100,6.8,RU,1701981133
540,kokopo,-4.352,152.2633,26.77,78,65,2.34,PG,1701981133
541,scottburgh,-30.2867,30.7532,19.34,88,62,3.0,ZA,1701981134
542,hoima,1.4356,31.3436,18.04,91,25,1.13,UG,1701981134
543,naifaru,5.4444,73.3657,28.49,78,100,10.98,MV,1701981135
544,franklin,39.9667,-83.0166,12.12,57,40,8.75,US,1701980728
545,bel ombre,-4.6167,55.4167,25.91,94,40,2.57,SC,1701980879
546,baise city,23.8997,106.6133,14.92,64,33,0.51,CN,1701981136
547,xai-xai,-25.0519,33.6442,22.09,89,18,2.65,MZ,1701981136
548,santa cruz,-17.8,-63.1667,35.03,46,40,6.69,BO,1701980884
549,anna regina,7.2644,-58.5077,27.46,79,40,4.06,GY,1701981137
550,kimbe,-5.5502,150.1429,26.2,88,57,0.22,PG,1701981137
551,garissa,-0.4536,39.6401,27.66,73,80,4.47,KE,1701981138
552,sale,34.0389,-6.8166,16.53,94,40,0.0,MA,1701981138
553,broome,42.2506,-75.833,2.06,91,100,3.6,US,1701981138
554,safi,32.1667,-8.8333,14.74,85,100,4.3,MA,1701981139
555,bac lieu,9.285,105.7244,25.44,84,93,5.66,VN,1701981139
556,hood river,45.7054,-121.5215,9.74,86,100,3.13,US,1701981094
557,ghat,24.9647,10.1728,16.45,31,0,2.97,LY,1701981140
558,san jose del guaviare,2.5729,-72.6459,26.48,85,97,1.29,CO,1701981140
559,kalachinsk,55.0529,74.5751,-35.09,98,8,2.69,RU,1701981141
560,kanniyakumari,8.0833,77.5667,26.83,82,41,3.6,IN,1701981141
561,paita,-5.0892,-81.1144,23.29,74,27,5.93,PE,1701981142
562,flin flon,54.7682,-101.865,-2.09,93,100,1.03,CA,1701981143
563,la sarre,48.8002,-79.1996,-3.29,89,100,1.96,CA,1701981143
564,hibbing,47.4272,-92.9377,8.78,49,0,5.66,US,1701981144
565,bairnsdale,-37.8333,147.6167,16.7,92,100,0.45,AU,1701981144
566,cidreira,-30.1811,-50.2056,22.83,93,100,2.39,BR,1701981145
567,ribeira brava,32.65,-17.0667,19.84,85,74,0.55,PT,1701981145
568,sousa,-6.7592,-38.2281,33.42,26,88,3.11,BR,1701981146
569,yaren,-0.5472,166.916,26.07,88,100,3.75,NR,1701981146
570,ilomantsi,62.6716,30.9328,-12.39,97,93,2.18,FI,1701981146
571,hammerfest,70.6634,23.6821,-4.75,63,0,6.17,NO,1701981147
572,cajabamba,-7.6167,-78.05,18.96,61,96,1.54,PE,1701981147
573,dabakala,8.3667,-4.4333,27.32,43,67,1.6,CI,1701981148
574,kerimaki,61.9167,29.2833,-18.03,85,100,1.03,FI,1701981148
575,brookings,44.3114,-96.7984,15.77,45,0,7.2,US,1701981058
576,ebon,4.582,168.6964,28.08,81,70,8.11,MH,1701981149
577,kayes,14.0,-11.0,29.32,14,100,2.07,ML,1701981149
578,yarmouth,41.7057,-70.2286,-0.55,68,0,6.26,US,1701981150
579,nunkini,20.3333,-90.1833,28.56,40,100,2.69,MX,1701981150
580,malvan,16.0667,73.4667,24.36,76,38,2.52,IN,1701981150
581,constantia,44.1833,28.65,1.5,93,100,8.66,RO,1701981151
582,st. john's,47.5649,-52.7093,-2.69,85,100,7.2,CA,1701980998
583,masterton,-40.9597,175.6575,18.27,62,23,1.82,NZ,1701981152
584,sanya,18.2431,109.505,21.09,83,0,1.0,CN,1701981152
585,batangafo,7.3008,18.2833,25.71,37,74,0.05,CF,1701981153
586,kamensk-ural'skiy,56.4185,61.9329,-34.49,98,6,1.93,RU,1701981153
587,sentilj v slov. goricah,46.6817,15.6481,-0.59,83,25,0.74,SI,1701981153
588,belmonte,-15.8631,-38.8828,25.95,77,8,3.69,BR,1701981154
589,ust'-kut,56.7938,105.7672,-39.2,99,78,0.89,RU,1701981154
590,tinajo,29.0788,-13.7081,18.49,68,20,4.12,ES,1701981154
591,carlow,52.8408,-6.9261,8.4,90,47,5.9,IE,1701981155
592,santa maria,-29.6842,-53.8069,25.61,73,75,2.06,BR,1701981096
593,mishan,45.55,131.8833,-11.71,86,100,3.11,CN,1701981155
594,yongchuan,29.3514,105.8947,13.62,75,100,0.64,CN,1701980955
595,natal,-5.795,-35.2094,28.36,74,40,6.17,BR,1701981156
596,tumaco,1.7986,-78.8156,26.28,88,92,3.61,CO,1701981157
597,gazli,40.1333,63.45,2.91,32,100,3.94,UZ,1701981157
598,katsuren-haebaru,26.3369,127.8719,17.01,63,0,3.09,JP,1701981158
599,al wakrah,24.85,51.3333,19.05,55,0,3.04,QA,1701981158
